id,product_name,categoria_principal,rango_descuento,discounted_price,actual_price,discount_percentage,rating,rating_count,buen_rating,probabilidad_buen_rating,nivel_riesgo
P1288,"Crompton Insta Delight Fan Circulator Room Heater with 3 Heat Settings (Slate Grey & Black, 2000 Watt)",Home&Kitchen,Medio,2590.0,4200.0,38.0,4.1,63.0,1,0.6792511374896978,Medio
P0135,LG 108 cm (43 inches) 4K Ultra HD Smart LED TV 43UQ7500PSF (Ceramic Black),Electronics,Medio,30990.0,49990.0,38.0,4.3,1376.0,1,0.9674229734755866,Bajo
P0572,"Fire-Boltt Visionary 1.78"" AMOLED Bluetooth Calling Smartwatch with 368*448 Pixel Resolution 100+ Sports Mode, TWS Connection, Voice Assistance, SPO2 & Heart Rate Monitoring",Electronics,Alto,3999.0,17999.0,78.0,4.3,17161.0,1,0.7468746885129107,Medio
P0436,Portronics MODESK POR-122 Universal Mobile Tabletop Holder (Black),Electronics,Alto,134.0,699.0,81.0,4.1,16685.0,1,0.5325750340178481,Alto
P0965,Canon PIXMA E477 All-in-One Wireless Ink Efficient Colour Printer (White/Blue),Computers&Accessories,Bajo,5299.0,6355.0,17.0,3.9,8280.0,0,0.9235245554816818,Bajo
P1307,USHA RapidMix 500-Watt Copper Motor Mixer Grinder with 3 Jars and 5 Years Warranty(Sea Green/White),Home&Kitchen,Bajo,2449.0,3390.0,28.0,4.0,5206.0,1,0.7198074690423071,Medio
P1027,"Prestige 1.5 Litre Kettle 1500-watts, Red",Home&Kitchen,Medio,749.0,1245.0,40.0,3.9,31783.0,0,0.7364819018344203,Medio
P0688,"boAt Airdopes 181 in-Ear True Wireless Earbuds with ENx  Tech, Beast  Mode(Low Latency Upto 60ms) for Gaming, with Mic, ASAP  Charge, 20H Playtime, Bluetooth v5.2, IPX4 & IWP (Cool Grey)",Electronics,Medio,1598.0,2990.0,47.0,3.8,11015.0,0,0.6706128787356346,Medio
P1275,"KENT Electric Chopper-B for Kitchen 250 Watt | Chop, Mince, Puree, Whisk, 400 ml Capacity | Stainless Steel Double Chopping Blades | Transparent Chopping Bowl | Anti-Skid | One Touch Operation | Black",Home&Kitchen,Medio,1349.0,2999.0,55.0,3.8,441.0,0,0.601988551264311,Alto
P0339,"Redmi A1 (Black, 2GB RAM, 32GB Storage) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12",Electronics,Bajo,6499.0,8999.0,28.0,4.0,7807.0,1,0.7890859026027564,Medio
P0629,"Boult Audio Airbass Z20 True Wireless, 40H Battery Life, Zen ENC Mic, Type-C Lightning Boult Fast Charging (10Mins=100Mins), BoomX Tech Bass, ENC, IPX5 in Ear Earbuds with mic (Green)",Electronics,Alto,1399.0,5499.0,75.0,3.9,9504.0,0,0.5910157944861965,Alto
P0744,"Zebronics Zeb Buds C2 in Ear Type C Wired Earphones with Mic, Braided 1.2 Metre Cable, Metallic Design, 10mm Drivers, in Line Mic & Volume Controller (Blue)",Electronics,Medio,399.0,699.0,43.0,3.4,3454.0,0,0.6300102929421416,Alto
P1100,"Bajaj DX-2 600W Dry Iron with Advance Soleplate and Anti-bacterial German Coating Technology, Black",Home&Kitchen,Bajo,499.0,625.0,20.0,4.2,5355.0,1,0.7131601696828401,Medio
P0556,"MI REDMI 9i Sport (Carbon Black, 64 GB) (4 GB RAM)",Electronics,Bajo,7915.0,9999.0,21.0,4.3,1376.0,1,0.8021967538355722,Medio
P0842,Zebronics Zeb Wonderbar 10 USB Powered 2.0 Computer Speaker with RGB Lights,Computers&Accessories,Medio,849.0,1499.0,43.0,4.0,7352.0,1,0.8547990541972941,Bajo
P1135,KENT 16044 Hand Blender Stainless Steel 400 W | Variable Speed Control | Easy to Clean and Store | Low Noise Operation,Home&Kitchen,Bajo,1499.0,2100.0,29.0,4.1,6355.0,1,0.7046530617098824,Medio
P0922,Faber-Castell Connector Pen Set - Pack of 25 (Assorted),Toys&Games,Bajo,150.0,150.0,0.0,4.3,15867.0,1,0.7323417635711973,Medio
P0712,LG 80 cm (32 inches) HD Ready Smart LED TV 32LM563BPTC (Dark Iron Gray),Electronics,Medio,13490.0,21990.0,39.0,4.3,11976.0,1,0.8739376292983669,Bajo
P0220,"Wayona Nylon Braided Usb Syncing And Charging Cable Sync And Charging Cable For Iphone, Ipad (3 Ft, Black) - Pack Of 2",Computers&Accessories,Alto,649.0,1999.0,68.0,4.2,24269.0,1,0.8397261177614869,Medio
P0246,"pTron Solero M241 2.4A Micro USB Data & Charging Cable, Made in India, 480Mbps Data Sync, Durable 1-Meter Long USB Cable for Micro USB Devices (White)",Computers&Accessories,Alto,89.0,800.0,89.0,3.9,1075.0,0,0.7131720662936262,Medio
P0978,HP 65W AC Laptops Charger Adapter 4.5mm for HP Pavilion Black (Without Power Cable),Computers&Accessories,Medio,770.0,1547.0,50.0,4.3,2585.0,1,0.8309308369939442,Medio
P0994,GIZGA Club-laptop Neoprene Reversible for 15.6-inches Laptop Sleeve - Black-Red,Computers&Accessories,Medio,249.0,499.0,50.0,4.2,22860.0,1,0.8628743508540074,Bajo
P1432,"Kuber Industries Waterproof Round Laundry Bag/Hamper|Polka Dots Print Print with Handles|Foldable Bin & 45 Liter Capicity|Size 37 x 37 x 49, Pack of 1(Black & White)- CTKTC044992",Home&Kitchen,Bajo,219.0,249.0,12.0,4.0,1108.0,1,0.7212325049226795,Medio
P0642,Sounce Spiral Charger Cable Protector Data Cable Saver Charging Cord Protective Cable Cover Headphone MacBook Laptop Earphone Cell Phone Set of 3 (Cable Protector (12 Units)),Computers&Accessories,Alto,99.0,999.0,90.0,4.0,1396.0,1,0.7129633312463703,Medio
P0077,TCL 80 cm (32 inches) HD Ready Certified Android Smart LED TV 32S5205 (Black),Electronics,Alto,10901.0,30990.0,65.0,4.1,398.0,1,0.8531995281368602,Bajo
P0931,Robustrion [Anti-Scratch] & [Smudge Proof] [S Pen Compatible] Premium Tempered Glass Screen Protector for Samsung Tab S6 Lite 10.4 inch SM-P610/615 [Bubble Free],Computers&Accessories,Alto,379.0,1499.0,75.0,4.2,4149.0,1,0.7712254936644772,Medio
P0735,"Logitech MK240 Nano Wireless USB Keyboard and Mouse Set, 12 Function Keys 2.4GHz Wireless, 1000DPI, Spill-Resistant Design, PC/Mac, Black/Chartreuse Yellow",Computers&Accessories,Bajo,1495.0,1995.0,25.0,4.3,7241.0,1,0.8896137977536064,Bajo
P1319,Havells Festiva 1200mm Dust Resistant Ceiling Fan (Gold Mist),Home&Kitchen,Bajo,2899.0,4005.0,28.0,4.3,7140.0,1,0.7327440711404581,Medio
P0511,"OnePlus Nord Watch with 1.78” AMOLED Display, 60 Hz Refresh Rate, 105 Fitness Modes, 10 Days Battery, SPO2, Heart Rate, Stress Monitor, Women Health Tracker & Multiple Watch Face [Midnight Black]",Electronics,Bajo,4999.0,6999.0,29.0,3.8,758.0,0,0.7465199439625171,Medio
P0200,Caldipree Silicone Case Cover Compatible for 2022 Samsung Smart TV Remote QLED TV BN68-13897A TM2280E (2022-BLACK),Electronics,Alto,547.0,2999.0,82.0,4.3,407.0,1,0.4969191338635199,Alto
P1357,Kenstar 2400 Watts 9 Fins Oil Filled Radiator with PTC Fan Heater (BLACK GOLD),Home&Kitchen,Medio,6850.0,11990.0,43.0,3.9,144.0,0,0.7520853972719983,Medio
P1354,SaleOn Instant Coal Heater 500W Charcoal Burner Electric Stove Hot Plate - Mix Colors - Pack of 1 - Only Charcoal Heater,Home&Kitchen,Medio,697.0,1499.0,54.0,3.8,144.0,0,0.5849407854175418,Alto
P0211,7SEVEN® Compatible Tata Sky Remote Control Replacement of Original dth SD HD tata Play Set top Box Remote - IR Learning Universal Remote for Any Brand TV - Pairing Must,Electronics,Alto,235.0,599.0,61.0,3.5,197.0,0,0.548142868662227,Alto
P1317,"Zuvexa Egg Boiler Poacher Automatic Off Steaming, Cooking, Boiling Double Layer 14 Egg Boiler (Multicolor)…",Home&Kitchen,Medio,419.0,999.0,58.0,4.4,227.0,1,0.5629999560236225,Alto
P0796,"Gizga Essentials Webcam Cover, Privacy Protector Webcam Cover Slide, Compatible with Laptop, Desktop, PC, Smartphone, Protect Your Privacy and Security, Strong Adhesive, Set of 3, Black",Computers&Accessories,Alto,69.0,299.0,77.0,4.3,255.0,1,0.7431483154767012,Medio
P1186,"iBELL SEK15L Premium 1.5 Litre Stainless Steel Electric Kettle,1500W Auto Cut-Off Feature,Silver with Black",Home&Kitchen,Medio,664.0,1490.0,55.0,4.0,2198.0,1,0.5884148063533075,Alto
P1157,"Eureka Forbes Wet & Dry Ultimo 1400 Watts Multipurpose Vacuum Cleaner,Power Suction & Blower with 20 litres Tank Capacity,6 Accessories,1 Year Warranty,Compact,Light Weight & Easy to use (Red)",Home&Kitchen,Medio,5499.0,9999.0,45.0,3.8,4353.0,0,0.7362592909511757,Medio
P0545,Noise_Colorfit Smart Watch Charger 2 Pin USB Fast Charger Magnetic Charging Cable Adapter (Smart Watch Charger 2 pin),Electronics,Alto,249.0,999.0,75.0,4.5,38.0,1,0.49760146496442953,Alto
P1138,"InstaCuppa Rechargeable Mini Electric Chopper - Stainless Steel Blades, One Touch Operation, for Mincing Garlic, Ginger, Onion, Vegetable, Meat, Nuts, (White, 250 ML, Pack of 1, 45 Watts)",Home&Kitchen,Medio,999.0,1499.0,33.0,4.1,1646.0,1,0.6681512862834528,Medio
P0206,TCL 80 cm (32 inches) HD Ready Certified Android Smart LED TV 32S615 (Black),Electronics,Alto,11990.0,31990.0,63.0,4.2,64.0,1,0.8640660575338099,Bajo
P1304,"Kent Gold, Optima, Gold+ Spare Kit",Home&Kitchen,Bajo,649.0,670.0,3.0,4.1,7786.0,1,0.7718593521793919,Medio
P0635,"Casio FX-991ES Plus-2nd Edition Scientific Calculator, Black",OfficeProducts,Bajo,1295.0,1295.0,0.0,4.5,5760.0,1,0.9964986257968684,Bajo
P0869,"KLAM LCD Writing Tablet Screenwriting Toys Board Smart Digital E-Note Pad 8.5 Inch Light Weight Magic Slate for Drawing Playing Noting by Kids and Adults Best Birthday Gift Girls Boys, Multicolor",Computers&Accessories,Alto,175.0,499.0,65.0,4.1,21.0,1,0.7788075044481642,Medio
P1425,"Sujata Dynamix, Mixer Grinder, 900 Watts, 3 Jars (White)",Home&Kitchen,Bajo,6120.0,8073.0,24.0,4.6,2751.0,1,0.7766960849759085,Medio
P0659,"HP X200 Wireless Mouse with 2.4 GHz Wireless connectivity, Adjustable DPI up to 1600, ambidextrous Design, and 18-Month Long Battery Life. 3-Years Warranty (6VY95AA)",Computers&Accessories,Medio,681.0,1199.0,43.0,4.2,8258.0,1,0.8543970455279021,Bajo
P0830,"FEDUS Cat6 Ethernet Cable, 10 Meter High Speed 550MHZ / 10 Gigabit Speed UTP LAN Cable, Network Cable Internet Cable RJ45 Cable LAN Wire, Patch Computer Cord Gigabit Category 6 Wires for Modem, Router",Computers&Accessories,Medio,287.0,499.0,42.0,4.4,8076.0,1,0.8510800498359044,Bajo
P1107,"PHILIPS Digital Air Fryer HD9252/90 with Touch Panel, uses up to 90% less fat, 7 Pre-set Menu, 1400W, 4.1 Liter, with Rapid Air Technology (Black), Large",Home&Kitchen,Bajo,8799.0,11595.0,24.0,4.4,2981.0,1,0.8111179894174902,Medio
P0831,"Samsung Original Type C to C Cable - 3.28 Feet (1 Meter), White",Computers&Accessories,Bajo,599.0,599.0,0.0,4.3,355.0,1,0.9085638066978844,Bajo
P1324,"Milk Frother, Immersion Blender Cordlesss Foam Maker USB Rechargeable Small Mixer Handheld with 2 Stainless Whisks，Wisker for Stirring 3-Speed Adjustable Mini Frother for Cappuccino Latte Coffee Egg",Home&Kitchen,Alto,375.0,999.0,62.0,3.6,1988.0,0,0.553886901096071,Alto
P0826,"Airtel AMF-311WW Data Card (Black), 4g Hotspot Support with 2300 Mah Battery",Computers&Accessories,Medio,2099.0,3250.0,35.0,3.8,11213.0,0,0.8868199756207615,Bajo
P0535,"SanDisk Ultra microSD UHS-I Card 64GB, 120MB/s R",Electronics,Alto,649.0,2400.0,73.0,4.4,67260.0,1,0.751683126250853,Medio
P0935,"TP-Link UE300C USB Type-C to RJ45 Gigabit Ethernet Network Adapter/RJ45 LAN Wired Adapter for Ultrabook, Chromebook, Laptop, Desktop, Plug & Play, USB 3.0, Foldable and Portable Design",Computers&Accessories,Medio,1199.0,1999.0,40.0,4.5,22420.0,1,0.8885277180544486,Bajo
P0278,Mi 100 cm (40 inches) Horizon Edition Full HD Android LED TV 4A | L40M6-EI (Black),Electronics,Bajo,21999.0,29999.0,27.0,4.2,32840.0,1,0.9498808508635906,Bajo
P0434,"Redmi Note 11 Pro + 5G (Stealth Black, 8GB RAM, 256GB Storage) | 67W Turbo Charge | 120Hz Super AMOLED Display | Additional Exchange Offers | Charger Included",Electronics,Bajo,22999.0,28999.0,21.0,3.9,25824.0,0,0.9475858041139384,Bajo
P0708,"E-COSMOS 5V 1.2W Portable Flexible USB LED Light (Colors May Vary, Small) - Set of 2 Pieces",Computers&Accessories,Bajo,59.0,59.0,0.0,3.8,5958.0,0,0.9127035713501241,Bajo
P0457,Spigen EZ Fit Tempered Glass Screen Protector for iPhone 14 Pro Max - 2 Pack (Sensor Protection),Electronics,Alto,999.0,2899.0,66.0,4.7,7779.0,1,0.5869160624317612,Alto
P0886,"LIRAMARK Webcam Cover Slide, Ultra Thin Laptop Camera Cover Slide Blocker for Computer MacBook Pro iMac PC Tablet (Pack of 3)",Computers&Accessories,Bajo,149.0,149.0,0.0,4.3,10833.0,1,0.918793684640649,Bajo
P0742,"Zebronics ZEB-90HB USB Hub, 4 Ports, Pocket Sized, Plug & Play, for Laptop & Computers",Computers&Accessories,Alto,179.0,499.0,64.0,3.4,9385.0,0,0.8046277180424626,Medio
P1257,Hindware Atlantic Xceed 5L 3kW Instant Water Heater with Copper Heating Element and High Grade Stainless Steel Tank,Home&Kitchen,Medio,3599.0,7290.0,51.0,3.9,942.0,0,0.6733902058209621,Medio
P0150,VU 138 cm (55 inches) Premium Series 4K Ultra HD Smart IPS LED TV 55UT (Black),Electronics,Medio,29990.0,65000.0,54.0,4.1,211.0,1,0.9790327636576434,Bajo
P1296,"Instant Pot Air Fryer, Vortex 2QT, Touch Control Panel, 360° EvenCrisp™ Technology, Uses 95 % less Oil, 4-in-1 Appliance: Air Fry, Roast, Bake, Reheat (Vortex 1.97Litre, Black)",Home&Kitchen,Alto,4995.0,20049.0,75.0,4.8,3964.0,1,0.7377713905858357,Medio
P0396,"Portronics Adapto 20 Type C 20W Fast PD/Type C Adapter Charger with Fast Charging for iPhone 12/12 Pro/12 Mini/12 Pro Max/11/XS/XR/X/8/Plus, iPad Pro/Air/Mini, Galaxy 10/9/8 (Adapter Only) White",Electronics,Alto,529.0,1499.0,65.0,4.1,8599.0,1,0.575577635887579,Alto
P0498,"iQOO Z6 Pro 5G by vivo (Legion Sky, 6GB RAM, 128GB Storage) | Snapdragon 778G 5G | 66W FlashCharge | 1300 nits Peak Brightness | HDR10+",Electronics,Bajo,19999.0,27990.0,29.0,4.3,9499.0,1,0.9194357167414041,Bajo
P1108,"Milton Go Electro 2.0 Stainless Steel Electric Kettle, 1 Piece, 2 Litres, Silver | Power Indicator | 1500 Watts | Auto Cut-off | Detachable 360 Degree Connector | Boiler for Water",Home&Kitchen,Bajo,1345.0,1750.0,23.0,3.8,2466.0,0,0.7081080271031016,Medio
P1428,Havells Ventil Air DX 200mm Exhaust Fan (White),Home&Kitchen,Bajo,1999.0,2360.0,15.0,4.2,7801.0,1,0.7559678256944177,Medio
P0751,"Infinity (JBL Fuze Pint, Wireless Ultra Portable Mini Speaker with Mic, Deep Bass, Dual Equalizer, Bluetooth 5.0 with Voice Assistant Support for Mobiles (Black)",Electronics,Medio,899.0,1999.0,55.0,4.1,30469.0,1,0.6943237667887875,Medio
P0216,OnePlus 138.7 cm (55 inches) U Series 4K LED Smart Android TV 55U1S (Black),Electronics,Bajo,42999.0,59999.0,28.0,4.1,6753.0,1,0.9862876607201784,Bajo
P1044,"Bajaj Majesty DX-11 1000W Dry Iron with Advance Soleplate and Anti-bacterial German Coating Technology, White and Blue",Home&Kitchen,Bajo,599.0,785.0,24.0,4.2,24247.0,1,0.7579409469563426,Medio
P0477,"JBL C100SI Wired In Ear Headphones with Mic, JBL Pure Bass Sound, One Button Multi-function Remote, Premium Metallic Finish, Angled Buds for Comfort fit (Red)",Electronics,Medio,599.0,1299.0,54.0,4.1,192589.0,1,0.9622587028453742,Bajo
P1441,"Eureka Forbes Euroclean Paper Vacuum Cleaner Dust Bags for Excel, Ace, 300, Jet Models - Set of 10",Home&Kitchen,Medio,253.0,500.0,49.0,4.3,2664.0,1,0.599878252876661,Alto
P0345,"JBL C100SI Wired In Ear Headphones with Mic, JBL Pure Bass Sound, One Button Multi-function Remote, Angled Buds for Comfort fit (Black)",Electronics,Medio,599.0,999.0,40.0,4.1,192590.0,1,0.9690514445884605,Bajo
P1203,"Butterfly Smart Wet Grinder, 2L (White) with Coconut Scrapper Attachment, Output - 150 W, Input 260 W",Home&Kitchen,Bajo,3657.66,5156.0,29.0,3.9,12837.0,0,0.7585702393415368,Medio
P0404,"OnePlus Nord 2T 5G (Jade Fog, 12GB RAM, 256GB Storage)",Electronics,Bajo,33999.0,33999.0,0.0,4.3,17415.0,1,0.9702998576545345,Bajo
P0354,"Mi 10000mAH Li-Polymer, Micro-USB and Type C Input Port, Power Bank 3i with 18W Fast Charging (Midnight Black)",Electronics,Medio,1149.0,2199.0,48.0,4.3,178912.0,1,0.9600055552652912,Bajo
P0238,"Hi-Mobiler iPhone Charger Lightning Cable,2 Pack Apple MFi Certified USB iPhone Fast Chargering Cord,Data Sync Transfer for 13/12/11 Pro Max Xs X XR 8 7 6 5 5s iPad iPod More Model Cell Phone Cables",Computers&Accessories,Alto,254.0,799.0,68.0,4.0,2905.0,1,0.7808607657313377,Medio
P0963,"Panasonic Eneloop BQ-CC55N Advanced, Smart and Quick Charger for AA & AAA Rechargeable Batteries, White",Electronics,Bajo,1500.0,1500.0,0.0,4.4,25996.0,1,0.8321984298486537,Medio
P0520,"Redmi 11 Prime 5G (Thunder Black, 4GB RAM, 64GB Storage) | Prime Design | MTK Dimensity 700 | 50 MP Dual Cam | 5000mAh | 7 Band 5G",Electronics,Bajo,13999.0,15999.0,13.0,3.9,2180.0,0,0.871126918659676,Bajo
P0357,"Noise ColorFit Pulse Grand Smart Watch with 1.69""(4.29cm) HD Display, 60 Sports Modes, 150 Watch Faces, Fast Charge, Spo2, Stress, Sleep, Heart Rate Monitoring & IP68 Waterproof (Jet Black)",Electronics,Medio,1599.0,3999.0,60.0,4.0,30254.0,1,0.6996386054741542,Medio
P0422,MI Xiaomi 22.5W Fast USB Type C Charger Combo for Tablets - White,Electronics,Medio,649.0,999.0,35.0,4.2,1315.0,1,0.655610428290751,Medio
P1143,"Swiffer Instant Electric Water Heater Faucet Tap Home-Kitchen Instantaneous Water Heater Tank less for Tap, LED Electric Head Water Heaters Tail Gallon Comfort(3000W) ((Pack of 1))",Home&Kitchen,Bajo,1439.0,1999.0,28.0,4.8,53803.0,1,0.8311554852776935,Medio
P0529,"URBN 20000 mAh Lithium_Polymer 22.5W Super Fast Charging Ultra Compact Power Bank with Quick Charge & Power Delivery, Type C Input/Output, Made in India, Type C Cable Included (Camo)",Electronics,Medio,2179.0,3999.0,46.0,4.0,8380.0,1,0.6778647256322257,Medio
P0851,"Logitech Pebble M350 Wireless Mouse with Bluetooth or USB - Silent, Slim Computer Mouse with Quiet Click for Laptop, Notebook, PC and Mac - Graphite",Computers&Accessories,Medio,1490.0,2295.0,35.0,4.6,10652.0,1,0.8803273492302126,Bajo
P0827,Gizga Essentials Laptop Power Cable Cord- 3 Pin Adapter Isi Certified(1 Meter/3.3 Feet),Computers&Accessories,Alto,179.0,499.0,64.0,4.1,10174.0,1,0.8064881569996555,Medio
P1061,"AGARO Regal 800 Watts Handheld Vacuum Cleaner, Lightweight & Durable Body, Small/Mini Size ( Black)",Home&Kitchen,Bajo,1665.0,2099.0,21.0,4.0,14368.0,1,0.7536338317977793,Medio
P1000,"Classmate Drawing Book - Unruled, 40 Pages, 210 mm x 297 mm - Pack Of 4",OfficeProducts,Bajo,120.0,120.0,0.0,4.5,4951.0,1,0.9961891503589917,Bajo
P0031,"Ambrane 60W / 3A Type C Fast Charging Unbreakable 1.5m L Shaped Braided Cable, PD Technology, 480Mbps Data Transfer for Smartphones, Tablet, Laptops & other type c devices (ABLC10, Black)",Computers&Accessories,Alto,179.0,499.0,64.0,4.0,1934.0,1,0.7863906677490285,Medio
P1293,Shakti Technology S5 High Pressure Car Washer Machine 1900 Watts and Pressure 125 Bar with 10 Meter Hose Pipe,Home&Kitchen,Medio,5999.0,9999.0,40.0,4.2,170.0,1,0.7405405155157528,Medio
P0603,"HP X1000 Wired USB Mouse with 3 Handy Buttons, Fast-Moving Scroll Wheel and Optical Sensor works on most Surfaces (H2C21AA, Black/Grey)",Computers&Accessories,Medio,269.0,649.0,59.0,4.3,54315.0,1,0.8983465659791914,Bajo
P0970,"Artis AR-45W-MG2 45 Watts MG2 Laptop Adapter/Charger Compatible with MB Air 13” & MB Air 11” (14.5 V, 3.1 A) Connector: MG2 (T Tip Connector)",Computers&Accessories,Medio,1699.0,3499.0,51.0,3.6,7689.0,0,0.853335721503255,Bajo
P0787,"DIGITEK® (DRL-14C) Professional (31cm) Dual Temperature LED Ring Light with Tripod Stand & Mini Tripod for YouTube, Photo-Shoot, Video Shoot, Live Stream, Makeup, Vlogging & More",Electronics,Medio,1699.0,3495.0,51.0,4.1,14371.0,1,0.6736236394610243,Medio
P0561,Amozo Ultra Hybrid Camera and Drop Protection Back Cover Case for iPhone 13 (Polycarbonate| Back Transparent - Sides Black),Electronics,Alto,474.0,1799.0,74.0,4.3,1454.0,1,0.5173774353770748,Alto
P0049,"Amazonbasics Micro Usb Fast Charging Cable For Android Smartphone,Personal Computer,Printer With Gold Plated Connectors (6 Feet, Black)",Computers&Accessories,Medio,199.0,395.0,50.0,4.2,92595.0,1,0.9470209739951857,Bajo
P0219,"boAt LTG 550v3 Lightning Apple MFi Certified Cable with Spaceship Grade Aluminium Housing,Stress Resistance, Rapid 2.4A Charging & 480mbps Data Sync, 1m Length & 10000+ Bends Lifespan(Mercurial Black)",Computers&Accessories,Medio,848.99,1490.0,43.0,3.9,356.0,0,0.8411739379007274,Medio
P0084,"Wayona Usb Type C Fast Charger Cable Fast Charging Usb C Cable/Cord Compatible For Samsung Galaxy S10E S10 S9 S8 Plus S10+,Note 10 Note 9 Note 8,S20,M31S,M40,Realme X3,Pixel 2 Xl (3 Ft Pack Of 1,Grey)",Computers&Accessories,Alto,325.0,1299.0,75.0,4.2,10576.0,1,0.7860878162958848,Medio
P0415,"Ambrane 20000mAh Power Bank with 20W Fast Charging, Triple Output, Power Delivery, Type C Input, Made in India, Multi-Layer Protection, Li-Polymer + Type C Cable (Stylo-20k, Black)",Electronics,Bajo,1799.0,2499.0,28.0,4.1,18678.0,1,0.7509442547333458,Medio
P0493,"boAt Flash Edition Smart Watch with Activity Tracker, Multiple Sports Modes, 1.3"" Screen, 170+ Watch Faces, Sleep Monitor, Gesture, Camera & Music Control, IP68 & 7 Days Battery Life(Lightning Black)",Electronics,Alto,1799.0,6990.0,74.0,4.0,26880.0,1,0.6734137352767129,Medio
P1372,INKULTURE Stainless_Steel Measuring Cups & Spoon Combo for Dry or Liquid/Kitchen Gadgets for Cooking & Baking Cakes/Measuring Cup Set Combo with Handles (Set of 4 Cups & 4 Spoons),Home&Kitchen,Medio,279.0,699.0,60.0,4.3,2326.0,1,0.5589712422989792,Alto
P0951,Redmi 80 cm (32 inches) Android 11 Series HD Ready Smart LED TV | L32M6-RA/L32M7-RA (Black),Electronics,Medio,13999.0,24999.0,44.0,4.2,45237.0,1,0.9249960416782037,Bajo
P1079,"Wonderchef Nutri-blend Mixer, Grinder & Blender | Powerful 400W 22000 RPM motor | Stainless steel Blades | 2 unbreakable jars | 2 Years warranty | Online recipe book by Chef Sanjeev Kapoor | Black",Home&Kitchen,Medio,2699.0,5000.0,46.0,4.0,26164.0,1,0.7423174724507986,Medio
P1313,Cello Non-Stick Aluminium Sandwich Gas Toaster(Black),Home&Kitchen,Medio,299.0,595.0,50.0,4.0,314.0,1,0.588824169214102,Alto
P0490,"PTron Newly Launched Force X10 Bluetooth Calling Smartwatch with 1.7"" Full Touch Display, Real Heart Rate Monitor, SpO2, Watch Faces, 5 Days Runtime, Health/Fitness Trackers & IP68 Waterproof (Black)",Electronics,Alto,1399.0,5999.0,77.0,3.3,4415.0,0,0.5706694595300056,Alto
P0706,"JBL C200SI, Premium in Ear Wired Earphones with Mic, Signature Sound, One Button Multi-Function Remote, Angled Earbuds for Comfort fit (Blue)",Electronics,Medio,799.0,1499.0,47.0,4.1,53648.0,1,0.7806336155795986,Medio
P0227,Rts™ High Speed 3D Full HD 1080p Support (10 Meters) HDMI Male to HDMI Male Cable TV Lead 1.4V for All Hdmi Devices- Black (10M - 30 FEET),Electronics,Alto,598.0,4999.0,88.0,4.2,910.0,1,0.49986723237331965,Alto
P1150,"Lint Roller with 40 Paper Sheets, 22 x 5 cm (Grey)",Home&Kitchen,Bajo,245.0,299.0,18.0,4.1,1660.0,1,0.7041912965039641,Medio
P0453,"Motorola a10 Dual Sim keypad Mobile with 1750 mAh Battery, Expandable Storage Upto 32GB, Wireless FM with Recording - Rose Gold",Electronics,Bajo,1399.0,1630.0,14.0,4.0,9378.0,1,0.7569508375947102,Medio
P0133,"MI 2-in-1 USB Type C Cable (Micro USB to Type C) 30cm for Smartphone, Headphone, Laptop (White)",Computers&Accessories,Medio,179.0,299.0,40.0,3.9,81.0,0,0.8379413911758347,Medio
P0013,"Portronics Konnect CL 20W POR-1067 Type-C to 8 Pin USB 1.2M Cable with Power Delivery & 3A Quick Charge Support, Nylon Braided for All Type-C and 8 Pin Devices, Green",Computers&Accessories,Alto,350.0,899.0,61.0,4.2,2262.0,1,0.7985444936268182,Medio
P1367,KONVIO NEER 10 Inch Spun Filter (PP SPUN) Cartridge Compatible for 10 Inch Pre-Filter Housing of Water Purifier | Pack of 4 Spun,Home&Kitchen,Medio,499.0,999.0,50.0,4.3,1436.0,1,0.5982982113666829,Alto
P1196,"Crompton Sea Sapphira 1200 mm Ultra High Speed 3 Blade Ceiling Fan (Lustre Brown, Pack of 1)",Home&Kitchen,Medio,1449.0,2349.0,38.0,3.9,9019.0,0,0.6856115239983871,Medio
P1045,"Bajaj Rex 500W Mixer Grinder with Nutri-Pro Feature, 3 Jars, White",Home&Kitchen,Medio,1999.0,3210.0,38.0,4.2,41349.0,1,0.7884642733299846,Medio
P1455,"Libra Room Heater for Home, Room Heaters Home for Winter, Electric Heater with 2000 Watts Power as per IS Specification for Small to Medium Rooms - FH12 (Grey)",Home&Kitchen,Medio,949.0,2299.0,59.0,3.6,550.0,0,0.5776237235079701,Alto
P0182,"boAt LTG 500 Apple MFI Certified for iPhone, iPad and iPod 2Mtr Data Cable(Space Grey)",Computers&Accessories,Bajo,849.0,999.0,15.0,4.1,6736.0,1,0.898372004376186,Bajo
P0728,"JBL Go 2, Wireless Portable Bluetooth Speaker with Mic, JBL Signature Sound, Vibrant Color Options with IPX7 Waterproof & AUX (Blue)",Electronics,Medio,1999.0,2999.0,33.0,4.3,63899.0,1,0.8497800964545797,Medio
P0497,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers|Get 2 Months of YouTube Premium Free!",Electronics,Bajo,16999.0,20999.0,19.0,4.1,31822.0,1,0.9273510593416988,Bajo
